name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seoul,2018-06-13,79,63.5,71.5,79,63.5,71.5,59.2,66.2,0,0,0,,0,0,16.3,10.1,217.6,1006.3,78.8,7.2,239.6,20.9,7,,2018-06-13T05:10:13,2018-06-13T19:53:53,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-14,77.3,66.5,71.1,77.3,66.5,71.1,61.1,71.6,1.093,100,8.33,rain,0,0,18.8,9.6,124.3,1007.8,96.2,5.9,147.5,12.6,5,,2018-06-14T05:10:13,2018-06-14T19:54:18,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-15,79.9,62.9,71.7,79.9,62.9,71.7,56.3,59.8,0.616,100,20.83,rain,0,0,19.5,10.9,106,1010.8,73.9,7.9,239.4,20.8,8,,2018-06-15T05:10:14,2018-06-15T19:54:41,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-16,82.6,61.1,71.6,82.6,61.1,71.6,54.7,56.3,0,0,0,,0,0,15.9,7.9,156.1,1012.4,17.8,8.2,322.6,27.8,9,,2018-06-16T05:10:17,2018-06-16T19:55:03,0.08,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-06-17,80.9,63.5,72.3,81.7,63.5,72.4,61.3,69.2,0,0,0,,0,0,14.1,7.6,277.9,1010.7,72.2,5.1,204.7,17.7,6,,2018-06-17T05:10:22,2018-06-17T19:55:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-06-18,87,67.1,76.1,86.3,67.1,76,60.1,60.3,0,0,0,,0,0,16.1,8.9,274.3,1007.2,54.2,6,311.1,27.1,9,,2018-06-18T05:10:28,2018-06-18T19:55:42,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-19,80.3,64.4,72.1,80.8,64.4,72.1,58.9,64.4,0,0,0,,0,0,17.2,8.6,249.5,1005.2,81.1,6.3,186.5,16.1,7,,2018-06-19T05:10:36,2018-06-19T19:55:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-20,82.5,66,72.6,82.6,66,72.8,61.3,68.9,0,0,0,,0,0,20.6,10.4,292.5,1003.9,55.8,5.3,280.2,24.3,9,,2018-06-20T05:10:46,2018-06-20T19:56:14,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-21,82.7,66.3,74.2,82.4,66.3,74.1,59.7,62.9,0,0,0,,0,0,23.3,10.8,293.5,1006.9,44.4,5.9,305.3,26.2,10,,2018-06-21T05:10:57,2018-06-21T19:56:28,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-06-22,89.6,62.8,76.1,86.4,62.8,75.4,54.7,52.2,0,0,0,,0,0,17.9,9.2,284.9,1008.6,56.1,6.2,309,26.7,9,,2018-06-22T05:11:10,2018-06-22T19:56:40,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-23,83.7,68,75.7,83.5,68,75.6,56.1,52.1,0,0,0,,0,0,20.8,9.1,252,1005,81.1,7.3,226,19.5,8,,2018-06-23T05:11:25,2018-06-23T19:56:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-24,89,67.3,76.8,88.6,67.3,76.7,62.5,65.1,0,0,0,,0,0,22.4,8.6,258,1007.9,42.2,4.7,318,27.7,9,,2018-06-24T05:11:41,2018-06-24T19:57:00,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-25,90.7,68.9,79.5,90.8,68.9,79.8,63.8,61.6,0,0,0,,0,0,14.5,6.5,222.9,1010.4,79.4,5.6,256.7,22.2,8,,2018-06-25T05:11:58,2018-06-25T19:57:07,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-26,80.5,68,73.1,82.5,68,73.2,67.4,83.9,2.698,100,58.33,rain,0,0,45.9,18.3,225.4,1004.8,98.1,3,15.2,1.3,0,,2018-06-26T05:12:17,2018-06-26T19:57:12,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-06-27,79.2,66.5,72.4,79.2,66.5,72.4,66.3,82.1,0.019,100,4.17,rain,0,0,28.9,11.4,221.9,1002.2,89.8,4.4,197.5,17,7,,2018-06-27T05:12:38,2018-06-27T19:57:16,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-28,81.3,69,74.2,85.8,69,74.8,68.9,84.2,0.016,100,16.67,rain,0,0,20.1,10.3,197.9,999.9,93.2,5.1,157.8,13.6,6,,2018-06-28T05:13:00,2018-06-28T19:57:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-29,85.3,71.6,76.4,88.9,71.6,77.4,69,79.1,1.226,100,12.5,rain,0,0,15.9,9.3,247.1,1002.5,75.4,4.2,206.3,17.8,7,,2018-06-29T05:13:23,2018-06-29T19:57:18,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-06-30,84.2,69.2,76.1,89.7,69.2,77.3,70,82.2,0.372,100,12.5,rain,0,0,15.9,6.1,162.3,1009.4,82.3,4.2,98.8,8.4,3,,2018-06-30T05:13:48,2018-06-30T19:57:16,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-01,73.4,69.8,71.9,73.4,69.8,71.9,69.5,92.5,2.17,100,75,rain,0,0,47,9.4,142.6,1009.8,98.1,4.6,24,1.9,1,,2018-07-01T05:14:14,2018-07-01T19:57:12,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-07-02,79.2,69.2,73.1,79.2,69.2,73.1,70.6,92.1,3.941,100,58.33,rain,0,0,27.5,8.6,160.5,1007.8,99.1,4.6,54.1,4.8,2,,2018-07-02T05:14:41,2018-07-02T19:57:07,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-03,89.7,72.3,80.1,97.6,72.3,83.1,72,78,2.147,100,20.83,rain,0,0,18.8,10.5,62.1,1000.9,74.6,7.5,214.4,18.4,7,,2018-07-03T05:15:10,2018-07-03T19:57:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-07-04,88,73.4,81,96.3,73.4,83.8,71.1,72.9,0,0,0,,0,0,17.2,8.3,282,997.5,67,8.1,258.3,22.3,8,,2018-07-04T05:15:40,2018-07-04T19:56:51,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-05,84.4,73.4,77.7,90.2,73.4,79.1,69.6,76.3,0.024,100,25,rain,0,0,14.3,10,28.1,1002.8,85.5,6.6,184.4,16,6,,2018-07-05T05:16:11,2018-07-05T19:56:40,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-06,80.7,70.7,75.4,82.1,70.7,75.5,60.9,61.2,0,0,0,,0,0,23.7,12.7,64.6,1007.8,86.8,8.3,209.8,18.2,7,,2018-07-06T05:16:44,2018-07-06T19:56:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-07,83.4,67.2,74.4,83.4,67.2,74.5,57.4,55.8,0,0,0,,0,0,21,8.7,52.9,1010.3,55.3,8.3,278.1,23.9,9,,2018-07-07T05:17:17,2018-07-07T19:56:13,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-08,81.7,63.8,73.1,80.9,63.8,73,55.5,54.6,0,0,0,,0,0,17.9,9.6,122.8,1012.3,67.3,8.3,267.1,23.2,8,,2018-07-08T05:17:52,2018-07-08T19:55:56,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-09,75.3,68.1,69.9,75.3,68.1,69.9,63.2,80.1,0.107,100,54.17,rain,0,0,20.1,9.1,104.6,1015,97.2,7.1,60.2,5.1,3,,2018-07-09T05:18:27,2018-07-09T19:55:38,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-10,79.8,68.9,74.6,79.8,68.9,74.6,70.1,86,1.117,100,20.83,rain,0,0,22.6,7.3,148.7,1014.5,95.5,7.1,133.3,11.6,6,,2018-07-10T05:19:04,2018-07-10T19:55:18,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-11,86.1,76.1,80.3,94.7,76.1,83.7,74.4,83.1,0.085,100,16.67,rain,0,0,21.5,9.5,223.4,1014.9,94,5.6,113.7,9.9,5,,2018-07-11T05:19:41,2018-07-11T19:54:57,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-12,84.5,76.3,80,92.5,76.3,82.9,74,82.3,0.038,100,8.33,rain,0,0,25.5,8.4,265.3,1013.5,83.5,6.9,168.1,14.4,6,,2018-07-12T05:20:20,2018-07-12T19:54:33,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-13,88,75.3,80.8,95.7,75.3,83.9,72.6,77,0.019,100,4.17,rain,0,0,20.6,8.5,255.3,1012.4,63.2,7.2,209.7,18.2,6,,2018-07-13T05:20:59,2018-07-13T19:54:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-14,88.1,74.6,81.5,95.8,74.6,84.7,71.9,73.8,0,0,0,,0,0,18.8,7.5,247.1,1011.4,55.8,7.4,247.1,21.3,8,,2018-07-14T05:21:40,2018-07-14T19:53:40,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-15,91.5,73.4,81.9,99.7,73.4,85.6,72,73.5,0,0,0,,0,0,16.8,7.1,278.1,1012.2,40.4,7.4,244.2,21.3,8,,2018-07-15T05:22:21,2018-07-15T19:53:11,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-16,92.3,73.4,82.9,98.1,73.4,85.7,70.3,67.9,0,0,0,,0,0,16.8,9.1,269,1012.3,13.9,7.5,297.8,25.6,9,,2018-07-16T05:23:03,2018-07-16T19:52:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-17,89.7,73.4,81.4,95.1,73.4,84.3,70.4,70.1,0,0,0,,0,0,18.3,8.7,282.6,1012.2,19.4,7,284.9,24.6,8,,2018-07-17T05:23:45,2018-07-17T19:52:08,0.14,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-18,91.4,71.7,81.6,96.5,71.7,84,69.7,69.3,0,0,0,,0,0,15.2,9,285,1011.8,13.5,5.7,284.8,24.5,9,,2018-07-18T05:24:29,2018-07-18T19:51:34,0.17,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-19,92.4,72.4,82.2,98.7,72.4,85,70,68.5,0,0,0,,0,0,14.5,7.5,290.9,1011.1,11.1,6.4,300.9,26,9,,2018-07-19T05:25:13,2018-07-19T19:50:58,0.2,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-20,93.5,74.3,83.8,100.6,74.3,87,70.9,67.4,0,0,0,,0,0,13.9,7.6,274.1,1009.4,9.8,6.7,296.9,25.6,9,,2018-07-20T05:25:57,2018-07-20T19:50:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-21,97.8,73.4,85.4,102.6,73.4,88.4,69.1,61.1,0,0,0,,0,0,14.5,9.2,281.2,1008.9,4.7,7.4,308.4,26.6,9,,2018-07-21T05:26:43,2018-07-21T19:49:41,0.27,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-22,99.6,75.2,87.3,106.2,75.2,91.1,69.3,57.6,0,0,0,,0,0,11.6,8,295,1008.5,30.9,8.1,286.7,24.7,9,,2018-07-22T05:27:28,2018-07-22T19:49:00,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-23,96,82.5,88.2,109.1,86.6,94.9,71.6,58.8,0,0,0,,0,0,13.2,8,291.6,1008.8,79.3,8,261.7,22.6,8,,2018-07-23T05:28:15,2018-07-23T19:48:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-24,97,79.6,88.8,110.4,79.6,97.7,74.1,62.9,0,0,0,,0,0,15.9,8.6,274.8,1007.3,41.8,7.5,284.9,24.8,8,,2018-07-24T05:29:02,2018-07-24T19:47:33,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-25,93.1,80.8,86.2,105.6,86.2,94.3,74.1,68,0,0,0,,0,0,21.7,10.3,217.2,1007.3,70.6,7.3,214.3,18.8,7,,2018-07-25T05:29:49,2018-07-25T19:46:47,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-07-26,92.3,79.4,85.9,105.8,79.4,94.8,75.3,71.4,0,0,0,,0,0,16.8,8.2,256.3,1007.3,57.4,6.4,224.7,19.5,7,,2018-07-26T05:30:37,2018-07-26T19:45:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-07-27,95.2,79.8,87.4,109.2,79.8,97.8,76.7,72,0,0,0,,0,0,16.1,8.5,269,1006.9,36.6,5.7,271.1,23.3,8,,2018-07-27T05:31:25,2018-07-27T19:45:10,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-07-28,96.1,79.7,84.7,114.6,79.7,94.9,77.7,80.4,0.296,100,8.33,rain,0,0,16.6,5.5,279.7,1005.9,58,5.6,240,20.8,7,,2018-07-28T05:32:13,2018-07-28T19:44:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47116599999,47122099999,47099099999,47108099999,RKSS"
seoul,2018-07-29,96.8,78.4,87.6,102.1,78.4,92.3,70.6,59.6,0.307,100,8.33,rain,0,0,21.9,12.7,38.1,1004,33.1,8.1,289.9,25,9,,2018-07-29T05:33:02,2018-07-29T19:43:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-07-30,97.6,78,88.3,104.4,78,93.5,69.8,55.1,0,0,0,,0,0,18.6,7.8,44.2,1004,43.6,8.3,262.2,22.5,8,,2018-07-30T05:33:51,2018-07-30T19:42:33,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-07-31,99.6,80.4,89.5,107.6,83.5,95.5,70.5,54.7,0,0,0,,0,0,13.6,7.4,88.1,1004.6,30.5,8.3,282,24.4,9,,2018-07-31T05:34:41,2018-07-31T19:41:38,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-08-01,102.3,80.5,91.1,114.9,86.4,101.7,75,61.4,0.101,100,4.17,rain,0,0,14.5,8.4,293.6,1003.1,12.4,7.9,281.3,24.1,9,,2018-08-01T05:35:31,2018-08-01T19:40:41,0.65,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-08-02,98.8,84.1,91.8,114.5,91.1,102.8,74.7,58.6,0,0,0,,0,0,13.2,7,250.7,1005.1,42.8,7.6,268.6,23.2,8,,2018-08-02T05:36:20,2018-08-02T19:39:43,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-08-03,99.6,84.4,91,112.2,90.8,102.2,75.2,60.9,0,0,0,,0,0,18.3,9.8,242.3,1006.8,24.8,7.1,269.5,23.3,8,,2018-08-03T05:37:11,2018-08-03T19:38:44,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-08-04,94.2,81.5,87.9,106.8,87.3,96.1,73.5,63.2,0,0,0,,0,0,21,9.8,262.7,1008,41.5,7.8,249.4,21.5,7,,2018-08-04T05:38:01,2018-08-04T19:37:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-08-05,92.5,80.5,85.6,104.3,86.1,95.4,76.4,74.8,0.076,100,4.17,rain,0,0,25.3,11.2,271.1,1007.4,64.4,6.9,200.6,17.4,7,,2018-08-05T05:38:51,2018-08-05T19:36:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47099099999,47108099999,RKSS"
seoul,2018-08-06,93.5,82.1,86.4,109.8,90.2,97.9,77.5,75.8,0.185,100,16.67,rain,0,0,16.6,8.2,276,1006.6,74.5,6.7,213.7,18.4,8,,2018-08-06T05:39:42,2018-08-06T19:35:37,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47120099999,47119099999,47127043216,47122099999,47116599999,47108099999,RKSS"
seoul,2018-08-07,94.9,79.9,86.6,105.7,79.9,94.1,73.6,66.3,0.074,100,4.17,rain,0,0,16.1,7.5,220.3,1007.1,47.5,8.1,240.4,20.8,8,,2018-08-07T05:40:33,2018-08-07T19:34:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-08,95.9,80.6,86.9,103.9,87.1,94.9,74.4,68.5,0,0,0,,0,0,19.7,11.4,279.1,1006.7,36.3,7.2,263.4,22.7,8,,2018-08-08T05:41:24,2018-08-08T19:33:26,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-09,87.9,79.8,83.2,98.6,79.8,90.8,76.2,79.9,0.053,100,8.33,rain,0,0,22.8,8.4,299.4,1004.5,65.2,7.2,171.5,14.8,6,,2018-08-09T05:42:15,2018-08-09T19:32:19,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-10,95.1,77.2,86.3,104.8,77.2,91.9,73.6,68.4,0.075,100,4.17,rain,0,0,13.4,9.1,10.1,1003.2,46.6,7.3,193.2,16.7,7,,2018-08-10T05:43:06,2018-08-10T19:31:10,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-08-11,95,79.7,87.2,103.9,79.7,93.3,71.7,61.2,0,0,0,,0,0,15.4,7.8,134.7,1005.1,42.7,8.3,250.2,21.7,8,,2018-08-11T05:43:57,2018-08-11T19:30:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-08-12,94.9,80.8,87,102.9,83.7,93.1,71.3,60.4,0.186,100,4.17,rain,0,0,17,8.8,156.1,1007,64.1,8.2,230.8,20.1,7,,2018-08-12T05:44:48,2018-08-12T19:28:50,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-08-13,95,78.9,86.4,107.9,78.9,95.1,76.1,72.9,0.225,100,8.33,rain,0,0,19.5,8.1,298.7,1010,75.6,6.5,249.5,21.5,8,,2018-08-13T05:45:39,2018-08-13T19:27:38,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-14,98.7,81.6,88.2,105.5,86.5,96.6,74,64.4,0,0,0,,0,0,13.9,8.1,339.1,1010,74.2,8.1,235.2,20.3,7,,2018-08-14T05:46:30,2018-08-14T19:26:25,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-15,99.4,81.5,88.4,108.9,89.2,96.8,74,64.2,0.039,100,4.17,rain,0,0,22.1,10.1,35.5,1007.3,52.4,8,237.4,20.4,8,,2018-08-15T05:47:21,2018-08-15T19:25:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-08-16,94.9,78.7,86.2,100.8,78.7,90.4,68.2,56.5,0.038,100,4.17,rain,0,0,30,13,78.7,1008.8,48.7,8.3,245.4,21.2,8,,2018-08-16T05:48:12,2018-08-16T19:23:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2018-08-17,92.2,71,80.8,89.7,71,80.1,54.9,42.2,0,0,0,,0,0,24.8,10.4,91.3,1012.5,13.8,8.2,289.5,25,9,,2018-08-17T05:49:03,2018-08-17T19:22:39,0.19,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-18,88.8,71,79.5,86.6,71,79.1,57.2,47.5,0,0,0,,0,0,19.5,9.4,121.6,1011.3,44.1,8.1,274,23.7,9,,2018-08-18T05:49:54,2018-08-18T19:21:22,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-19,92.4,73.1,81.2,91.7,73.1,81.7,63.4,56.7,0,0,0,,0,0,11.9,6.5,301.8,1009.9,85.3,8.3,246.4,21.3,8,,2018-08-19T05:50:45,2018-08-19T19:20:04,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2018-08-20,91.4,76,83.7,94.8,76,86.3,68,60.2,0,0,0,,0,0,25.1,15.6,173.4,1005.9,80.3,8,213.3,18.4,8,,2018-08-20T05:51:36,2018-08-20T19:18:45,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
