name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,rain_tomorrow,precip_tomorrow
seoul,2013-08-17,88.9,80.4,83.7,100.6,85.8,90.6,74.5,74.9,0.0,0,0.0,,0.0,0.0,,15.9,221.5,1004.6,80.8,7.8,262.5,22.7,9.0,,2013-08-17T05:49:14,2013-08-17T19:22:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.003
seoul,2020-06-15,83.6,64.7,73.2,82.1,64.7,73.1,58.6,63.5,0.0,0,0.0,,0.0,0.0,29.5,11.7,240.6,1006.3,60.1,7.2,292.2,25.2,9.0,,2020-06-15T05:10:16,2020-06-15T19:54:54,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47119099999,47099099999,47070099999,47108099999,47111099999,47112099999,47120099999,RKSM,47110099999,47127043216,47122099999,47116599999,RKSS,47113199999",0,0.0
seoul,2008-10-29,62.7,45.4,52.5,62.7,43.8,52.2,40.1,66.3,0.0,0,0.0,,0.0,0.0,,12.2,300.4,1017.1,54.7,6.4,,,,,2008-10-29T06:53:45,2008-10-29T17:37:07,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2016-03-25,52.9,33.9,43.8,52.9,31.4,42.7,23.9,48.1,0.0,0,0.0,,0.0,0.0,20.8,8.6,246.3,1024.0,24.3,8.2,235.8,20.4,8.0,,2016-03-25T06:27:59,2016-03-25T18:48:27,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2000-10-06,74.9,55.5,64.9,74.9,55.5,64.9,58.0,80.1,0.0,0,0.0,,,,,6.6,331.9,1021.4,39.4,2.5,,,,,2000-10-06T06:31:40,2000-10-06T18:08:00,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47112099999,47110099999,47095099999,47119099999,47110599999,47122099999,47104099999,47101099999,47070099999,47108099999",0,0.0
seoul,2004-04-07,60.8,43.2,51.0,60.8,40.2,50.3,28.0,47.7,0.0,0,0.0,,0.0,0.0,,15.9,301.1,1017.8,66.0,6.4,,,,,2004-04-07T06:08:43,2004-04-07T19:00:09,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47127099999,47098099999,47112099999,47110099999,47119099999,47122099999,47099099999,69352499999,47104099999,47106499999,47108099999",0,0.0
seoul,2007-04-28,68.6,43.1,56.6,68.6,43.1,56.5,37.4,52.5,0.0,0,0.0,,0.0,0.0,,14.4,236.7,1021.1,0.0,7.0,,,,,2007-04-28T05:41:13,2007-04-28T19:18:33,0.36,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,1998-05-05,79.1,56.7,68.0,79.1,56.7,68.0,53.1,61.6,0.0,0,0.0,,,,,8.0,289.0,1019.2,15.2,5.1,,,,,1998-05-05T05:32:58,1998-05-05T19:25:03,0.29,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47120099999,47110099999,47117099999,47119099999,47127043216,47110599999,47122099999,47104099999,47106499999,47108099999",0,0.0
seoul,2021-12-26,18.6,4.4,10.1,9.6,-8.4,-0.7,-8.2,43.0,0.0,0,0.0,,0.0,0.1,24.4,9.8,292.8,1035.0,0.1,12.4,121.3,10.4,5.0,,2021-12-26T07:45:18,2021-12-26T17:19:48,0.74,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47112099999,47119099999,47122099999,47099099999,47108099999",0,0.0
seoul,2017-11-23,42.8,25.9,34.2,36.8,23.5,30.8,16.8,49.6,0.0,0,0.0,,0.0,0.1,25.5,12.8,277.7,1020.7,41.4,8.1,112.9,9.7,5.0,,2017-11-23T07:19:50,2017-11-23T17:16:32,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47122099999,47108099999,RKSS",1,0.047
seoul,1995-02-10,49.6,23.1,35.9,48.6,17.0,33.5,21.9,60.7,0.0,0,0.0,,,,,10.8,98.1,1027.7,23.8,5.8,,,,,1995-02-10T07:28:01,1995-02-10T18:04:58,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2011-10-24,59.7,46.9,55.5,59.7,41.6,55.0,47.9,76.2,0.066,100,16.67,rain,0.0,0.0,,13.6,282.0,1016.9,93.7,5.0,61.5,5.5,2.0,,2011-10-24T06:47:59,2011-10-24T17:44:01,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2015-01-11,36.2,26.7,31.9,33.9,18.1,24.9,17.2,56.5,0.0,0,0.0,,0.0,0.2,25.3,14.8,295.7,1023.5,25.4,6.7,132.6,11.3,5.0,,2015-01-11T07:46:55,2015-01-11T17:32:40,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,RKSI,47122099999,47108099999,RKSS",0,0.0
seoul,2004-11-08,62.8,40.6,53.8,62.8,40.6,53.6,45.3,73.6,0.0,0,0.0,,0.0,0.0,,7.3,124.0,1024.2,37.2,5.6,,,,,2004-11-08T07:04:10,2004-11-08T17:26:50,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47098099999,47119099999,47104099999,47106499999,47108099999,47127099999,47111099999,47112099999,47120099999,47110099999,47117099999,47122099999,47113199999",0,0.0
seoul,1998-11-02,55.4,43.7,49.7,55.4,42.1,49.0,42.2,76.3,0.455,100,8.33,rain,,14.6,,13.2,32.6,1015.6,48.3,6.6,,,,,1998-11-02T06:57:17,1998-11-02T17:33:20,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47120499999,47119099999,47104099999,47106499999,47108099999,47111099999,47112099999,47120099999,47117099999,47110099999,47127043216,47122099999,69352499999,47108499999",0,0.0
seoul,1999-01-25,46.3,33.8,42.3,44.2,27.7,37.8,30.3,65.3,0.0,0,0.0,,,,,18.2,271.3,1012.3,59.5,3.6,,,,,1999-01-25T07:41:28,1999-01-25T17:47:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47120499999,47119099999,47104099999,47070099999,47106499999,47108099999,47111099999,47112099999,47120099999,47110099999,47117099999,47127043216,47110599999,47122099999",0,0.0
seoul,2004-11-10,61.6,57.0,59.7,61.6,57.0,59.7,51.3,75.4,0.46,100,8.33,rain,0.0,0.0,,11.1,113.8,1018.3,91.4,4.2,,,,,2004-11-10T07:06:17,2004-11-10T17:25:04,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47098099999,47119099999,47099099999,47104099999,47106499999,47108099999,47127099999,47111099999,47112099999,47120099999,47110099999,47117099999,47122099999,47113199999",1,0.126
seoul,2005-11-15,43.4,29.3,36.4,38.3,24.9,32.2,17.4,48.4,0.0,0,0.0,,0.0,0.0,,13.3,320.7,1023.9,4.1,7.8,,,,,2005-11-15T07:11:22,2005-11-15T17:21:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,2005-08-21,82.6,68.3,74.7,84.3,68.3,75.2,64.2,70.5,0.001,100,4.17,rain,0.0,0.0,,9.8,32.0,1007.2,87.6,8.7,,,,,2005-08-21T05:52:33,2005-08-21T19:17:13,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,0.006
seoul,2004-02-07,32.0,18.8,25.8,24.0,8.2,17.1,13.1,60.4,0.0,0,0.0,,0.0,0.1,,13.4,275.8,1026.4,41.5,7.6,,,,,2004-02-07T07:31:14,2004-02-07T18:01:27,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47127099999,47098099999,47112099999,47110099999,47119099999,47122099999,47099099999,47108099999",0,0.0
seoul,2022-08-09,79.7,72.86,77.9,79.7,72.86,77.9,76.64,95.6,4.626732283464567,100,100.0,rain,0.0,0.0,27.961773149241303,8.947767407757217,214.6,1005.4,99.8,7.1457864714727775,13.6,1.3,1.0,10.0,2022-08-09T05:42:19,2022-08-09T19:32:20,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999",1,0.7716929133858268
seoul,2002-01-24,35.7,15.7,25.3,29.9,8.1,20.9,13.8,62.5,0.0,0,0.0,,0.0,0.2,,7.8,298.2,1028.6,0.0,8.2,,,,,2002-01-24T07:41:55,2002-01-24T17:46:27,0.34,Clear,Clear conditions throughout the day.,clear-day,"47127099999,47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,69352499999,47104099999,47106499999,47108099999",0,0.0
seoul,2014-11-22,54.7,41.9,50.9,54.7,41.9,50.8,46.4,85.2,0.18,100,20.83,rain,0.0,0.0,,9.1,209.8,1024.0,84.6,3.0,43.7,3.9,2.0,,2014-11-22T07:18:32,2014-11-22T17:17:09,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47110099999,47127043216,47122099999,RKSS,47113199999",0,0.0
seoul,1996-10-08,65.3,42.7,54.8,65.3,42.7,54.8,43.1,67.5,0.0,0,0.0,,,,,8.7,281.8,1019.1,50.6,7.5,,,,,1996-10-08T06:33:27,1996-10-08T18:05:06,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2018-03-29,69.1,52.1,59.4,69.1,52.1,59.4,48.5,68.9,0.0,0,0.0,,0.0,0.0,14.8,8.2,309.2,1019.8,58.1,3.7,144.4,12.4,6.0,,2018-03-29T06:22:41,2018-03-29T18:51:38,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47099099999,47108099999,RKSS",0,0.0
seoul,2006-07-26,76.4,69.2,72.8,76.4,69.2,72.8,69.5,89.8,0.208,100,12.5,rain,0.0,0.0,,7.9,112.1,1014.8,99.9,4.1,,,,,2006-07-26T05:30:29,2006-07-26T19:46:03,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,7.348
seoul,2006-02-02,34.0,20.3,27.3,27.3,6.2,20.5,12.5,54.2,0.0,0,0.0,,0.0,0.0,,16.1,289.4,1028.4,45.8,7.5,,,,,2006-02-02T07:35:19,2006-02-02T17:56:27,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,2016-05-20,87.7,59.2,72.9,84.0,59.2,72.2,45.8,43.2,0.0,0,0.0,,0.0,0.0,11.6,10.1,305.4,1017.0,9.9,7.1,316.8,27.4,9.0,,2016-05-20T05:18:53,2016-05-20T19:38:39,0.44,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2003-05-29,75.7,66.5,73.0,75.7,66.5,73.0,61.5,67.8,0.0,0,0.0,,0.0,0.0,,11.1,121.0,1010.8,95.4,7.3,,,,,2003-05-29T05:14:01,2003-05-29T19:44:55,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"47127099999,47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,47099099999,69352499999,47104099999,47106499999,47108099999",1,0.098
seoul,2021-06-13,85.9,69.0,76.7,88.9,69.0,77.7,67.5,74.8,0.0,0,0.0,,0.0,0.0,17.2,7.2,279.7,1008.4,19.0,7.5,273.5,23.8,8.0,,2021-06-13T05:10:15,2021-06-13T19:54:03,0.09,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47120099999,47112099999,47110099999,47119099999,47127043216,47110599999,47116599999,47122099999,47108099999,RKSS",0,0.0
seoul,2019-08-15,84.3,76.0,79.6,90.2,76.0,81.5,72.8,80.6,1.183,100,37.5,rain,0.0,0.0,16.3,7.5,47.1,993.8,87.9,6.7,55.9,5.0,2.0,,2019-08-15T05:47:09,2019-08-15T19:25:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS",1,0.606
seoul,2007-02-03,45.0,17.0,31.1,37.5,7.5,24.4,22.3,70.9,0.0,0,0.0,,0.0,0.0,33.3,21.7,235.2,1021.2,32.8,6.5,,,,,2007-02-03T07:34:40,2007-02-03T17:57:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,2009-01-18,44.9,26.9,35.1,41.0,22.1,32.2,30.4,83.7,0.005,100,8.33,"rain,snow",0.0,0.0,,10.6,295.6,1017.4,81.9,2.2,,,,,2009-01-18T07:44:46,2009-01-18T17:40:16,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"47111099999,47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2009-05-16,59.5,55.5,57.2,59.5,55.5,57.2,55.6,94.5,1.285,100,79.17,rain,0.0,0.0,,13.1,98.0,1010.8,99.9,2.5,,,,,2009-05-16T05:22:08,2009-05-16T19:35:03,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47120099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",1,0.324
seoul,2023-10-19,65.48,59.9,62.96,65.48,59.9,62.96,57.74,83.0,0.6032283464566929,100,45.83,rain,0.0,0.0,18.57904482582922,7.767159208122584,216.7,1014.8,94.1,6.338001913828029,61.5,5.2,3.0,10.0,2023-10-19T06:43:14,2023-10-19T17:50:26,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"47111099999,47098099999,47112099999,47119099999,47116599999,47122099999,47099099999,47108099999",1,0.0136614173228346
seoul,2015-09-29,82.0,57.8,69.6,80.0,57.8,69.4,42.9,40.8,0.0,0,0.0,,0.0,0.0,21.5,9.3,34.0,1023.3,25.6,8.7,234.5,20.2,8.0,,2015-09-29T06:24:59,2015-09-29T18:19:31,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,RKSI,47122099999,47099099999,47108099999,RKSS,47113199999",0,0.0
seoul,2014-12-05,27.5,15.3,21.1,18.7,5.0,12.1,1.8,43.0,0.0,0,0.0,,0.0,0.0,,11.2,314.8,1021.8,7.8,8.2,66.3,5.7,3.0,,2014-12-05T07:31:16,2014-12-05T17:13:26,0.45,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,RKSI,47122099999,47108099999,RKSS",0,0.0
seoul,2004-08-09,91.3,75.0,83.0,102.0,75.0,88.2,74.2,76.2,0.03,100,8.33,rain,0.0,0.0,,9.9,313.1,1008.5,55.2,6.4,,,,,2004-08-09T05:42:32,2004-08-09T19:31:52,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47098099999,47119099999,47099099999,47104099999,47106499999,47108099999,47127099999,47111099999,47112099999,47120099999,47110099999,47117099999,47122099999,47113199999",0,0.0
seoul,2011-12-22,34.1,16.9,24.2,27.4,5.3,13.6,1.5,38.1,0.002,100,8.33,"rain,snow",0.0,0.0,32.2,16.1,308.1,1026.2,15.5,8.2,130.4,11.1,5.0,,2011-12-22T07:43:18,2011-12-22T17:17:12,0.91,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS",1,0.001
seoul,1996-12-25,46.0,29.1,38.6,43.7,24.4,34.6,25.3,62.7,0.0,0,0.0,,,,,10.2,310.1,1021.1,27.7,5.5,,,,,1996-12-25T07:44:58,1996-12-25T17:19:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47122099999,47108099999",0,0.0
seoul,2005-08-31,86.6,66.8,76.7,91.9,66.8,78.3,68.9,78.8,0.0,0,0.0,,0.0,0.0,,7.9,334.3,1010.9,42.1,2.2,,,,,2005-08-31T06:00:59,2005-08-31T19:03:10,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,0.004
seoul,2011-05-06,65.3,50.7,58.6,65.3,50.7,58.6,45.7,64.5,0.022,100,8.33,rain,0.0,0.0,,17.4,129.3,1010.7,78.3,6.9,127.2,10.9,5.0,,2011-05-06T05:32:03,2011-05-06T19:25:51,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.159
seoul,2015-11-12,68.4,43.8,55.8,68.4,43.8,55.8,45.2,69.8,0.0,0,0.0,,0.0,0.0,18.8,9.8,106.2,1029.5,36.1,7.9,140.8,12.3,6.0,,2015-11-12T07:07:41,2015-11-12T17:23:57,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47119099999,RKSI,47099099999,47108099999,47111099999,47112099999,RKSM,47110099999,47127043216,47122099999,RKSS,47113199999",1,0.827
seoul,2005-02-09,34.7,23.4,28.8,31.6,15.7,25.7,16.5,62.3,0.0,0,0.0,,0.0,0.0,,7.1,288.2,1026.6,63.5,5.5,,,,,2005-02-09T07:28:28,2005-02-09T18:04:29,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47116599999,47122099999,47108099999",0,0.0
seoul,2005-05-02,77.4,56.0,66.9,77.4,56.0,66.9,31.1,29.6,0.0,0,0.0,,0.0,0.0,,11.4,318.3,1011.2,8.8,7.4,,,,,2005-05-02T05:35:57,2005-05-02T19:22:38,0.78,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47120099999,47110099999,47119099999,47127043216,47116599999,47122099999,47108099999,47113199999",0,0.0
seoul,1998-05-10,69.5,56.8,62.8,69.5,56.8,62.8,46.7,56.1,0.0,0,0.0,,,,,6.6,135.9,1019.5,97.8,6.4,,,,,1998-05-10T05:27:49,1998-05-10T19:29:31,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"47111099999,47112099999,47120099999,47120499999,47110099999,47117099999,47095099999,47119099999,47127043216,47120599999,47122099999,47108099999",1,0.272
seoul,2012-03-12,37.5,22.2,29.1,29.5,13.9,21.2,6.8,40.2,0.0,0,0.0,,0.0,0.0,20.8,12.9,297.2,1027.3,7.8,8.5,250.6,21.7,9.0,,2012-03-12T06:47:36,2012-03-12T18:36:25,0.63,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47108099999,RKSS",0,0.0
seoul,2008-02-07,32.4,10.4,22.8,25.9,7.7,17.5,8.6,56.0,0.0,0,0.0,,0.0,0.0,,10.0,289.7,1024.2,11.8,7.3,,,,,2008-02-07T07:31:11,2008-02-07T18:01:29,0.0,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2010-10-17,66.9,50.1,58.9,66.9,50.1,58.9,43.9,61.3,0.001,100,4.17,rain,0.0,0.0,,7.8,318.5,1022.9,30.7,5.1,178.6,15.4,7.0,,2010-10-17T06:41:26,2010-10-17T17:52:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,1995-05-16,77.1,48.6,63.2,77.1,48.6,63.2,44.4,58.0,0.0,0,0.0,,,,,11.2,255.3,1008.4,52.5,5.4,,,,,1995-05-16T05:22:38,1995-05-16T19:34:30,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47119099999,47127043216,47110599999,47122099999,47108099999",0,0.0
seoul,2020-04-20,56.8,48.2,51.5,56.8,45.4,51.2,42.8,72.9,0.278,100,16.67,rain,0.0,0.0,38.3,8.4,259.3,1010.5,83.2,7.1,143.7,12.5,6.0,,2020-04-20T05:50:21,2020-04-20T19:12:03,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47098099999,47119099999,47108099999,47111099999,47112099999,47120099999,RKSM,47110099999,47127043216,47110599999,47122099999,47116599999,RKSS",1,0.003
seoul,2005-09-16,80.5,65.5,73.0,82.2,65.5,73.1,62.1,69.3,0.0,0,0.0,,0.0,0.0,,10.3,145.5,1014.9,73.1,7.7,,,,,2005-09-16T06:14:20,2005-09-16T18:38:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",1,2.835
seoul,2005-11-23,55.7,35.7,46.1,55.7,29.2,43.6,34.4,65.5,0.011,100,4.17,rain,0.0,0.0,,14.7,233.6,1022.2,52.3,6.8,,,,,2005-11-23T07:19:47,2005-11-23T17:16:35,0.73,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,47113199999",0,0.0
seoul,2018-08-18,88.8,71.0,79.5,86.6,71.0,79.1,57.2,47.5,0.0,0,0.0,,0.0,0.0,19.5,9.4,121.6,1011.3,44.1,8.1,274.0,23.7,9.0,,2018-08-18T05:49:54,2018-08-18T19:21:22,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2000-03-11,46.3,33.4,41.6,46.3,33.4,40.6,35.4,78.9,0.053,100,8.33,rain,,,,7.8,245.9,1018.7,87.6,3.6,,,,,2000-03-11T06:49:13,2000-03-11T18:35:23,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47112099999,47120099999,47110099999,47117099999,47119099999,47122099999,47070099999,47108099999",0,0.0
seoul,2008-01-07,42.1,28.6,34.5,37.5,25.2,31.7,32.5,92.8,0.0,0,0.0,,0.0,0.0,,9.8,331.3,1019.3,79.2,0.7,,,,,2008-01-07T07:47:20,2008-01-07T17:28:38,0.96,Partially cloudy,Partly cloudy throughout the day.,fog,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2013-04-02,49.3,41.0,45.3,47.5,39.2,42.9,40.7,84.1,0.346,100,12.5,rain,0.0,0.0,,11.4,291.0,1013.2,89.6,3.8,141.2,12.1,6.0,,2013-04-02T06:16:21,2013-04-02T18:55:28,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47099099999,47108099999,RKSS",0,0.0
seoul,2017-02-11,32.1,15.9,24.0,24.2,5.2,15.4,4.2,42.6,0.0,0,0.0,,0.0,0.1,27.5,17.0,295.8,1024.1,7.3,8.4,172.8,15.0,6.0,,2017-02-11T07:26:12,2017-02-11T18:06:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"47098099999,47112099999,47110099999,47119099999,47127043216,47099099999,47108099999,RKSS",0,0.0
seoul,2012-04-10,62.5,49.4,56.1,62.5,48.8,56.1,50.4,81.7,0.332,100,29.17,rain,0.0,0.0,,9.2,148.0,1015.8,89.8,1.7,105.6,9.0,4.0,,2012-04-10T06:04:16,2012-04-10T19:02:55,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,0.231
seoul,2017-04-25,70.1,53.5,60.7,70.1,53.5,60.7,45.1,56.7,0.0,0,0.0,,0.0,0.0,25.7,10.9,245.4,1018.2,65.2,6.5,253.9,22.1,9.0,,2017-04-25T05:44:13,2017-04-25T19:16:20,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2008-02-23,34.0,21.7,27.9,25.1,10.4,17.8,11.0,50.9,0.039,100,4.17,snow,0.0,0.0,33.3,17.6,315.3,1023.2,14.7,7.2,,,,,2008-02-23T07:12:53,2008-02-23T18:18:39,0.56,Snow,Clear conditions throughout the day with morning snow.,rain,"47098099999,47112099999,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999",0,0.0
seoul,2003-10-15,62.6,43.0,53.0,62.6,38.2,52.2,37.8,57.7,0.094,100,4.17,rain,0.0,0.0,,12.6,283.7,1017.0,20.6,8.7,,,,,2003-10-15T06:39:15,2003-10-15T17:56:04,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"47127099999,47098099999,47112099999,47110099999,47119099999,47110599999,47122099999,47099099999,47104099999,47106499999,47108099999",0,0.0
seoul,2016-05-11,73.6,50.5,60.5,73.6,50.5,60.5,47.1,63.4,0.021,100,8.33,rain,0.0,0.0,18.6,10.2,308.6,1009.2,23.8,8.3,308.8,26.6,9.0,,2016-05-11T05:26:17,2016-05-11T19:30:59,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",0,0.0
seoul,2016-02-12,50.1,44.4,48.0,50.1,38.7,45.3,44.7,88.8,0.904,100,62.5,rain,0.0,0.0,37.1,12.5,128.1,1017.8,100.0,2.6,17.2,1.6,1.0,,2016-02-12T07:25:56,2016-02-12T18:07:01,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,RKSM,47110099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS",1,1.001
seoul,2000-03-13,53.1,27.3,40.6,53.1,27.3,39.0,25.8,62.2,0.0,0,0.0,,,,,9.1,273.8,1021.6,28.1,4.7,,,,,2000-03-13T06:46:16,2000-03-13T18:37:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47120099999,47110099999,47117099999,47119099999,47110599999,47122099999,47104099999,47108099999",0,0.0
